;	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152
At5g22640-3	B	B	A	A	B	A	B	A	A	B	B	A	B	A	B	B	B	B	A	B	A	A	B	A	B	B	B	A	A	B	B	A	A	A	B	A	A	A	A	B	B	A	B	A	B	B	B	A	A	B	-	B	A	B	B	A	A	A	A	A	B	B	B	A	A	A	B	A	B	B	B	A	B	A	A	A	A	A	B	B	A	A	B	A	B	B	B	A	A	A	A	B	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	B	A	B	B	B	B	A	B	B	B	A	A	A	A	A	B	B	B	B	A	A	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B
At5g23240-3	B	B	A	A	B	A	B	A	A	A	B	A	A	A	B	-	B	B	A	B	A	A	B	A	B	B	B	A	A	B	B	A	B	A	B	A	A	A	A	B	B	A	B	A	B	B	B	A	A	B	A	B	A	B	B	B	A	A	A	A	B	B	B	A	A	A	B	A	B	B	B	A	B	A	A	A	A	A	B	B	A	A	B	A	B	B	B	A	A	A	A	B	B	A	A	B	A	B	A	A	A	A	B	B	B	B	A	A	A	B	A	B	A	B	A	B	B	B	B	A	B	B	B	A	A	A	A	A	B	B	B	B	A	A	A	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B
At5g23740-3	B	A	A	A	B	A	B	A	A	A	B	A	A	A	B	B	B	B	A	B	A	A	B	A	B	B	B	A	A	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	B	B	B	A	A	B	A	B	A	B	B	B	A	A	A	A	B	B	B	A	A	A	A	A	B	B	B	A	B	A	A	A	A	A	B	B	A	A	B	A	B	B	B	A	A	A	A	B	B	A	A	B	A	B	A	A	A	A	B	B	B	B	A	A	A	B	A	B	A	B	A	B	B	B	B	A	B	B	B	A	A	A	A	A	B	B	B	B	A	A	A	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B
At5g24460-5	B	A	A	A	B	A	B	A	A	A	B	A	A	A	B	B	B	B	A	B	A	A	B	A	B	B	B	A	A	B	A	A	B	A	B	A	A	A	B	B	B	A	B	A	B	B	B	A	A	B	A	B	A	B	B	B	A	A	A	A	B	B	B	A	A	A	A	A	B	B	B	A	B	A	A	A	A	A	B	B	A	A	B	A	B	B	B	A	A	A	A	B	B	A	A	B	A	B	A	A	A	A	B	B	B	B	A	A	A	B	A	B	A	B	A	B	B	B	B	A	B	A	B	A	A	A	A	B	B	B	B	B	A	A	A	B	A	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B
NGA139	B	A	A	A	B	B	B	A	A	A	B	A	A	A	B	B	B	B	A	B	A	A	B	A	B	B	B	A	A	B	A	A	B	A	B	A	A	A	B	B	B	A	B	A	-	B	B	A	A	B	A	B	A	B	B	B	A	A	A	A	B	B	B	A	A	A	A	A	B	B	B	A	-	A	-	-	A	A	B	B	A	A	B	A	B	B	B	A	A	A	A	B	-	A	A	B	A	B	A	A	A	A	B	B	B	B	A	A	A	B	A	B	A	B	A	B	B	B	B	A	B	A	B	A	A	A	A	B	B	B	B	B	A	A	A	B	A	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B
At5g24930-6	B	A	A	A	B	B	B	A	A	A	B	A	A	A	B	B	B	B	A	B	A	A	B	A	B	B	B	A	A	B	A	A	B	A	B	A	A	A	B	B	B	A	B	A	-	B	B	A	A	B	A	B	A	B	B	B	A	A	A	A	B	B	B	A	A	A	A	A	B	B	B	A	-	A	A	A	A	A	B	B	A	A	B	A	B	B	B	A	A	A	A	B	B	A	A	B	A	B	A	A	A	A	B	B	B	B	A	A	A	B	A	B	A	B	A	B	B	B	B	A	B	A	B	A	A	A	A	B	B	B	B	B	A	A	A	B	A	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B
At5g26820-8	B	A	A	A	B	B	B	A	B	A	B	B	A	B	B	B	B	B	A	A	A	A	B	A	B	A	B	A	A	B	B	A	B	A	B	A	A	A	B	A	B	A	A	A	B	B	-	A	A	B	A	A	A	B	B	B	A	A	A	A	B	B	B	A	A	A	A	A	B	B	B	A	A	A	B	A	A	B	B	B	A	A	B	B	B	B	-	A	A	A	A	B	A	A	A	B	A	B	A	A	A	B	B	B	B	B	A	A	A	B	A	B	A	B	A	B	A	B	B	A	B	A	B	A	A	A	A	B	B	B	B	B	A	A	B	B	A	A	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g26920-10	B	A	A	A	B	B	B	A	-	A	B	B	A	B	B	B	B	B	A	A	A	A	B	A	B	A	B	A	A	B	B	A	B	A	B	A	A	A	B	A	B	A	A	A	B	B	B	A	A	B	A	A	A	-	B	B	A	A	A	A	B	B	B	A	A	A	A	A	B	B	B	A	A	A	B	A	A	B	B	B	A	A	B	B	B	B	-	A	A	A	A	B	A	A	B	B	A	B	A	A	A	B	B	B	B	B	A	A	A	B	A	B	A	B	A	B	A	B	B	A	B	A	B	A	A	A	A	B	B	B	B	B	A	A	B	B	A	A	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g27280-3	B	A	B	A	B	B	B	A	B	A	B	B	A	B	B	B	B	B	A	A	A	A	B	A	B	A	B	A	A	B	B	A	B	A	B	A	B	A	B	A	B	A	A	A	B	B	B	A	A	B	A	A	A	B	B	B	A	A	A	A	B	B	B	A	A	A	A	A	B	B	B	A	A	A	B	A	A	B	B	B	A	A	B	B	B	B	A	A	A	A	A	B	A	A	B	B	A	B	A	A	A	B	B	B	B	B	A	A	A	B	A	B	A	B	A	B	A	B	B	A	B	A	B	A	A	A	A	B	B	B	B	B	A	A	B	B	A	A	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g27850-6	B	A	B	A	B	B	B	A	B	A	B	B	A	B	B	B	B	A	A	A	A	A	B	A	B	A	B	A	A	B	B	A	B	A	B	A	B	A	B	A	B	A	A	A	B	B	B	A	A	B	A	A	A	B	B	B	A	A	A	A	B	B	A	A	A	A	A	A	B	B	B	A	A	A	B	A	A	B	B	B	A	A	B	B	B	B	A	A	A	A	A	B	A	A	B	B	A	B	A	A	A	B	B	B	B	B	A	A	A	B	A	B	A	B	A	B	A	B	B	A	B	A	B	A	A	B	A	B	B	B	B	B	A	A	B	B	A	A	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g28050-7	B	A	B	A	B	B	B	A	B	A	B	B	A	B	B	B	B	A	A	A	A	A	B	A	B	A	B	A	A	B	B	A	B	A	B	A	B	A	A	A	B	A	A	A	B	B	B	A	A	B	A	A	A	B	B	B	A	A	A	A	B	B	A	A	A	A	A	A	B	B	B	A	A	A	B	A	A	B	B	B	A	A	B	B	B	A	A	A	A	A	A	B	A	A	B	B	A	B	A	A	A	B	B	B	B	B	A	A	A	B	A	B	A	B	A	B	B	B	B	A	B	A	B	A	A	B	A	B	B	B	B	B	A	A	B	B	A	A	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g28840-3	B	A	B	B	B	B	B	A	B	A	B	B	A	B	B	B	A	A	A	B	A	A	B	A	B	A	B	A	B	B	B	A	B	A	B	A	B	A	A	A	B	A	A	B	B	B	B	A	A	B	A	A	B	B	B	B	A	B	A	A	B	B	A	A	A	A	A	A	B	B	B	A	A	A	B	A	A	B	B	B	A	A	B	B	B	B	A	A	A	A	A	B	A	A	B	B	A	B	A	A	A	B	B	B	B	B	A	A	A	A	A	B	A	B	A	B	B	B	B	A	B	A	B	A	A	B	A	B	B	B	B	B	A	A	B	B	B	A	B	B	B	B	B	B	A	A	B	B	A	A	B	B
At5g35360-9	B	A	B	B	B	B	B	A	B	A	B	B	A	B	B	B	A	A	A	B	A	A	B	A	B	A	B	A	B	B	B	A	B	A	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	B	A	A	B	B	B	B	A	B	A	A	B	B	A	A	A	A	A	A	B	B	B	A	A	A	B	A	A	B	B	B	A	A	B	B	B	B	A	A	A	A	A	B	A	A	B	B	A	B	A	A	A	B	B	B	B	B	A	A	A	A	A	B	A	B	A	B	B	B	B	A	B	A	B	A	A	B	A	B	B	B	B	B	A	A	B	B	B	A	B	B	B	B	B	B	A	A	B	B	A	A	B	B
At5g35530-4	B	A	B	B	B	B	B	A	B	A	B	B	A	B	B	B	A	A	A	B	A	A	B	A	B	A	B	A	B	B	B	A	B	A	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	B	A	A	B	B	B	B	A	B	A	A	B	B	B	A	A	A	A	A	B	B	B	A	A	A	B	A	A	B	B	B	A	A	B	B	B	B	A	A	A	A	A	B	A	A	B	B	A	B	A	A	A	B	B	B	B	B	A	A	A	A	A	B	A	B	A	B	B	B	B	A	B	A	B	A	A	B	A	B	B	B	B	B	A	A	B	B	B	A	B	B	B	B	B	B	A	A	B	B	A	A	B	B
MSAT5.22	B	A	B	B	B	B	B	A	-	A	B	B	A	B	B	B	A	A	-	A	A	A	B	A	B	A	B	A	B	B	B	A	B	-	B	A	B	A	-	-	B	A	A	B	-	B	B	A	B	B	B	A	-	B	B	B	A	B	A	A	A	A	B	-	A	A	A	A	B	B	B	A	-	A	B	A	A	B	B	B	A	A	B	B	B	B	A	B	A	A	A	B	A	B	B	B	A	B	A	A	B	B	B	B	B	B	A	A	A	A	A	B	A	B	A	B	-	B	B	A	B	A	B	B	A	B	A	B	B	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	-	A	B	B	A	A	B	B
At5g36230-2	B	A	B	B	B	B	B	A	B	A	B	B	A	B	B	B	A	A	A	A	A	A	B	A	B	A	B	A	B	B	B	A	B	A	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	B	A	A	B	B	B	B	A	B	A	A	A	A	B	A	A	A	A	A	B	B	B	A	A	A	B	A	A	B	B	B	B	A	B	B	B	B	A	B	A	A	A	B	A	B	B	B	A	B	A	A	A	B	B	B	B	B	A	A	A	A	B	B	B	B	A	B	B	B	B	A	B	A	B	A	A	B	A	B	B	B	B	B	A	B	B	B	B	A	B	B	B	B	B	B	A	A	B	B	A	A	B	B
At5g36890-8	A	A	B	B	B	B	B	A	A	A	B	B	A	B	B	B	A	A	A	A	A	A	B	A	B	A	B	A	B	B	B	A	B	A	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	A	B	B	B	B	A	B	A	A	A	A	B	A	A	A	A	A	B	B	B	A	A	A	B	A	A	B	B	B	B	A	B	B	B	B	A	B	A	A	A	B	A	B	B	B	A	B	A	A	B	B	B	B	B	B	A	A	A	A	B	B	B	B	A	B	B	B	B	A	B	A	B	A	B	B	A	B	B	B	B	B	A	B	B	B	B	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g37510-11	A	A	B	B	B	B	B	A	A	A	B	B	A	B	B	B	A	A	A	A	A	A	B	A	B	A	B	A	B	B	B	A	B	A	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	A	B	B	B	B	A	B	A	A	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	A	B	B	B	B	A	B	B	B	B	A	B	A	A	A	B	A	B	B	B	A	B	A	A	A	B	B	B	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	A	B	B	B	B	B	B	B	B	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B
At5g37600-7	A	A	B	B	B	B	B	A	A	A	B	B	A	B	B	B	A	A	A	A	A	A	B	A	B	A	B	A	B	B	B	A	B	A	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	A	B	B	B	B	A	B	B	B	B	A	B	A	A	A	B	A	B	B	B	A	B	A	A	A	B	B	B	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	A	B	B	B	B	B	B	B	B	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B
At5g37780-7	A	A	B	B	B	B	B	A	A	A	B	B	A	B	B	B	A	A	A	A	A	A	B	B	B	A	B	A	B	B	B	A	B	A	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	A	B	B	B	B	A	B	B	B	B	A	B	A	A	A	B	A	B	B	B	A	B	A	A	-	B	B	B	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	A	B	B	B	B	B	B	B	B	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B
At5g37850-2	A	A	B	B	B	B	B	A	A	A	B	B	A	B	B	B	A	A	A	A	A	A	B	B	B	A	B	A	B	B	B	A	B	A	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	A	B	B	B	B	A	B	B	B	B	A	B	A	A	A	B	A	B	B	B	A	B	A	A	A	B	B	B	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B
At5g38290-9	A	A	B	B	B	B	B	A	A	A	B	B	A	B	B	B	A	A	A	A	A	A	B	B	B	A	B	A	B	B	B	A	B	A	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	A	B	B	B	B	A	B	B	B	B	A	B	A	A	A	B	A	B	B	B	A	B	A	A	A	B	B	B	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	A	B	B	B	B	B	B	A	B	B	B	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g38630-9	A	A	B	B	B	B	B	A	A	A	B	B	A	B	B	B	A	A	A	A	A	A	B	B	B	A	B	A	B	B	B	A	B	A	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	A	B	B	B	B	A	B	B	B	B	A	B	A	A	A	B	A	B	B	B	A	B	A	A	A	B	B	B	-	B	A	B	A	B	A	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	A	B	B	B	A	B	B	B	B	B	B	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g38650-2	A	A	B	B	B	B	B	A	A	A	B	B	A	B	B	B	A	A	A	A	A	A	B	B	B	A	B	A	B	B	B	A	B	A	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	A	B	B	B	B	A	B	B	B	B	A	B	A	A	A	B	A	B	B	B	A	B	A	A	-	B	B	B	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	A	B	B	B	A	B	B	B	B	B	B	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g38980-10	A	A	B	B	B	B	B	A	A	A	B	B	A	B	B	B	A	A	A	A	A	A	B	B	B	A	B	A	B	B	B	A	B	A	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	A	B	B	B	B	A	B	B	B	B	A	B	A	A	A	B	A	B	B	B	A	B	A	A	B	B	B	B	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	A	B	B	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g39250-6	A	A	B	B	B	B	B	A	A	A	B	B	A	B	B	B	A	A	A	A	A	A	B	B	B	A	B	A	B	B	B	A	B	A	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	A	B	B	B	B	A	B	B	B	B	A	B	A	A	A	B	A	B	B	B	A	B	A	A	A	B	B	B	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	A	B	B	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g39510-2	A	A	B	B	B	B	B	A	A	A	B	B	A	B	B	A	A	A	A	A	A	A	B	A	B	A	B	A	B	B	B	A	B	A	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	A	B	B	B	B	A	B	B	B	B	B	B	A	A	A	B	A	B	B	B	A	B	A	A	-	B	B	B	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	A	B	B	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g39730-6	A	A	B	B	B	B	B	A	A	A	B	B	A	B	B	A	A	A	A	A	A	A	B	A	B	A	B	A	B	B	B	A	B	A	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	A	B	B	B	B	A	A	B	A	A	A	B	B	B	B	A	B	B	B	B	B	B	A	A	A	B	A	B	B	B	A	B	A	A	A	B	B	B	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	A	B	B	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g39740-3	A	A	B	B	B	B	B	A	A	A	B	B	A	B	B	A	A	A	A	A	A	A	B	A	B	A	B	A	B	B	B	A	B	A	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	A	B	B	B	B	A	A	B	A	A	A	B	B	B	B	A	B	B	B	B	B	B	A	A	A	B	A	B	B	B	A	B	A	A	B	B	B	B	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	A	B	A	B	A	B	B	A	B	B	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g40370-2	A	A	B	B	B	B	B	A	A	A	B	B	A	B	B	A	A	B	A	A	A	A	B	A	B	A	B	A	B	B	B	A	B	A	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	A	B	B	B	B	A	A	B	A	A	A	B	B	B	B	A	B	B	B	B	B	B	A	A	A	B	A	B	B	B	A	B	A	A	B	B	B	B	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	A	B	A	B	A	A	B	A	B	B	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g40950-1	A	A	B	B	B	B	B	A	A	A	B	B	A	B	B	A	A	B	A	A	A	B	B	A	B	A	B	A	B	B	B	A	B	A	B	A	B	A	A	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	A	B	B	B	B	A	A	B	A	A	A	B	B	B	B	A	B	B	B	B	B	B	A	A	A	B	A	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	A	B	A	B	A	A	B	A	B	B	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g41190-1	A	A	B	B	B	B	B	A	A	A	B	B	A	B	B	A	A	B	A	A	A	B	B	A	B	A	B	A	B	B	B	A	B	A	B	A	B	B	A	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	A	B	B	B	B	A	A	B	A	A	A	B	B	B	B	A	B	B	-	B	B	B	A	A	A	B	A	B	B	B	A	B	B	A	-	B	B	B	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	A	B	A	B	A	A	B	A	B	B	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g41210-11	A	A	B	B	B	B	B	A	A	A	B	B	A	B	B	A	A	B	A	A	A	B	B	A	B	A	B	A	B	B	B	A	B	A	B	A	B	B	A	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	A	B	B	B	B	A	A	B	A	A	A	B	B	B	B	A	B	B	B	B	B	B	A	A	A	B	A	B	B	B	A	B	B	A	-	B	B	B	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	A	B	A	B	A	A	B	A	B	B	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g41685-1	A	A	B	B	B	B	B	B	A	A	B	B	A	B	B	A	A	B	A	A	A	B	B	A	B	A	B	A	B	B	B	B	B	A	B	A	B	B	A	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	A	B	B	B	B	A	B	B	A	A	A	B	B	B	B	A	B	B	B	B	B	B	A	A	A	B	A	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	A	B	A	B	A	A	B	A	B	B	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g41990-6	A	A	B	B	B	B	B	B	A	A	B	B	A	B	B	A	A	B	A	A	A	B	B	A	B	A	B	A	B	B	B	B	B	A	B	A	B	B	A	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	A	B	B	A	A	A	B	B	B	B	A	B	B	B	B	B	B	A	A	A	B	A	B	B	B	A	A	B	A	A	B	B	B	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	A	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g42070-11	A	A	B	B	B	B	B	B	A	A	B	B	A	B	B	A	A	B	A	A	A	B	B	A	B	A	B	A	B	B	B	B	B	A	B	A	B	B	A	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	A	B	B	A	A	A	B	B	B	B	A	B	B	B	B	B	B	A	A	A	B	A	B	B	B	A	B	B	A	B	B	B	B	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	A	B	A	B	A	A	B	A	B	B	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g42570-8	A	A	B	B	B	B	B	B	A	B	B	B	A	B	B	A	A	B	A	A	A	B	B	A	B	A	B	A	B	B	B	B	B	A	B	A	B	B	A	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	A	B	B	A	A	A	B	B	B	B	A	B	B	B	B	B	B	B	A	A	B	A	B	B	B	A	A	B	A	A	B	B	A	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	A	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g42670-5	A	A	B	B	B	B	B	B	A	B	B	B	A	B	B	A	A	B	A	A	A	B	B	A	B	A	B	A	B	B	B	B	B	A	B	A	B	B	B	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	A	B	B	A	A	A	B	B	B	B	A	B	B	B	B	B	B	B	A	A	B	A	B	B	B	A	B	B	A	-	B	B	A	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	A	B	A	B	A	A	B	A	B	B	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g42890-1	A	A	B	B	B	B	B	B	A	B	B	B	A	B	B	A	A	B	A	A	A	B	B	A	B	A	B	A	B	B	B	B	B	A	B	A	B	B	B	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	A	B	B	A	A	A	B	B	B	B	A	B	B	B	B	B	B	-	A	A	B	A	B	B	B	A	B	B	A	-	B	B	A	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	B	B	A	B	A	A	B	A	B	-	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
MSAT5.9	A	A	B	B	B	B	B	B	A	-	B	B	A	B	B	A	A	B	A	A	A	B	B	A	B	A	B	A	B	B	B	B	B	A	B	A	B	B	-	A	B	A	A	B	-	B	B	A	B	A	A	B	-	B	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	A	B	B	A	A	A	B	B	B	B	A	B	B	B	B	B	B	B	A	A	B	A	B	B	B	A	-	B	A	-	B	B	A	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	B	B	A	B	A	-	B	A	B	-	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g42980-6	A	A	B	B	B	B	B	B	A	B	B	B	A	B	B	A	A	B	A	A	A	B	B	A	B	A	B	A	B	B	B	B	B	A	B	A	B	B	A	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	A	B	B	A	A	A	B	B	B	B	A	B	B	B	B	B	B	B	A	A	B	A	B	B	B	A	A	B	A	A	B	B	A	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	B	B	A	B	A	A	B	A	B	A	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g43010-7	A	A	B	B	B	B	B	B	A	B	B	B	A	B	B	A	A	B	A	A	A	B	B	A	B	A	B	A	B	B	B	B	B	A	B	A	B	B	B	A	B	A	A	B	B	B	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	A	B	B	A	A	A	B	B	B	B	A	B	B	B	B	B	B	B	A	A	B	A	B	B	B	A	B	B	A	-	B	B	A	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	B	B	A	B	A	A	B	A	B	B	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
At5g43440-11	A	A	B	B	B	B	B	B	A	B	B	B	A	B	B	A	A	B	A	A	A	B	B	A	B	A	B	A	B	B	B	B	B	A	B	A	B	B	B	A	B	A	A	B	B	B	B	A	B	A	-	B	B	B	B	B	A	B	A	A	A	A	B	A	A	A	B	B	B	B	B	A	B	B	A	A	A	B	B	B	B	A	B	B	B	B	B	B	A	A	A	B	A	B	B	B	A	B	B	A	B	B	B	A	B	B	A	B	A	B	A	B	B	A	A	B	B	B	B	B	B	A	B	A	A	B	A	B	B	B	A	B	B	B	B	B	A	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B
